site_number;trn_transaction_date;trn_promotion_id;trn_item_number;units;gross_amount;vat;cost_price
210929;2017-08-09;0;1098822;2.0;52.0;10.4;25.7
210350;2017-08-09;0;1098817;1.0;17.0;3.4;8.04
210240;2017-08-09;0;1098560;2.0;34.0;6.8;17.44
210870;2017-08-09;0;1098824;2.0;52.0;10.4;26.18
210870;2017-08-09;0;1036903;13.0;130.0;26.0;60.32
210929;2017-08-09;0;1038229;8.0;80.0;16.0;60.480000000000004
210240;2017-08-09;0;1110347;2.0;40.0;8.0;21.26
210350;2017-08-09;0;1098560;1.0;17.0;3.4;8.72
210870;2017-08-09;0;1098560;3.0;51.0;10.2;26.160000000000004
210929;2017-08-09;0;1098678;1.0;25.0;5.0;12.41
210350;2017-08-09;0;1036103;6.0;60.0;12.0;51.540000000000006
210929;2017-08-09;0;1098817;1.0;17.0;3.4;8.04
210929;2017-08-09;0;1036103;3.0;30.0;6.0;25.77
210870;2017-08-09;0;1036513;9.0;90.0;18.0;61.199999999999996
210350;2017-08-09;0;1036903;7.0;70.0;14.0;30.16
210870;2017-08-09;0;1098826;3.0;90.0;18.0;42.0
210845;2017-08-09;0;1038466;2.0;48.0;9.6;24.14
210870;2017-08-09;0;1098817;1.0;17.0;3.4;8.04
210350;2017-08-09;0;1038466;3.0;72.0;14.399999999999999;36.21
210845;2017-08-09;0;1038229;1.0;0.0;0.0;7.56
210350;2017-08-09;0;1098824;2.0;52.0;10.4;26.18
210845;2017-08-09;0;1110346;1.0;25.0;5.0;13.06
210929;2017-08-09;0;1098560;1.0;17.0;3.4;8.72
210870;2017-08-09;0;1038625;2.0;34.0;6.8;17.12
210350;2017-08-09;0;1036196;2.0;48.0;9.6;24.62
210240;2017-08-09;0;1110359;5.0;70.0;14.0;29.65
210845;2017-08-09;0;1036513;11.0;110.0;22.0;84.15
210870;2017-08-09;0;1110346;2.0;50.0;10.0;26.12
210240;2017-08-09;0;1038203;1.0;12.0;2.4;5.52
210240;2017-08-09;0;1098825;2.0;60.0;12.0;27.98
210870;2017-08-09;0;1098677;1.0;36.0;7.2;19.07
210870;2017-08-09;0;1038466;1.0;24.0;4.8;12.07
210929;2017-08-09;0;1036903;5.0;50.0;10.0;37.7
210870;2017-08-09;0;1098674;2.0;50.0;10.0;26.12
210845;2017-08-09;0;1098560;3.0;51.0;10.2;26.160000000000004
210350;2017-08-09;0;1038229;1.0;0.0;0.0;7.56
210929;2017-08-09;0;1098674;2.0;50.0;10.0;26.12
210845;2017-08-09;0;1036196;3.0;72.0;14.399999999999999;36.93
210929;2017-08-09;0;1098825;1.0;30.0;6.0;13.99
210845;2017-08-08;0;1110358;1.0;25.0;5.0;12.46
210350;2017-08-08;0;1036513;2.0;20.0;4.0;15.3
210240;2017-08-08;0;1038203;1.0;12.0;2.4;5.52
210870;2017-08-08;0;1036196;4.0;96.0;19.2;24.62
210870;2017-08-08;0;1036513;6.0;60.0;12.0;45.9
210870;2017-08-08;0;1036903;19.0;190.0;38.0;60.32
210350;2017-08-08;0;1038229;3.0;30.0;6.0;22.68
210929;2017-08-08;0;1098824;3.0;78.0;15.600000000000001;39.269999999999996
210240;2017-08-08;0;1098825;1.0;30.0;6.0;13.99
210845;2017-08-08;0;1036103;10.0;100.0;20.0;85.90000000000002
210845;2017-08-08;0;1036513;12.0;120.0;24.0;91.800000000000011
210845;2017-08-08;0;1098677;5.0;180.0;36.0;95.35
210929;2017-08-08;0;1098823;1.0;26.0;5.2;12.85
210845;2017-08-08;0;1098824;1.0;26.0;5.2;13.09
210870;2017-08-08;0;1036623;2.0;64.0;12.8;33.8
210929;2017-08-08;0;1038203;7.0;84.0;16.8;38.64
210870;2017-08-08;0;1098825;1.0;30.0;6.0;13.99
210845;2017-08-08;0;1098817;4.0;68.0;13.6;32.16
210240;2017-08-08;0;1098678;1.0;25.0;5.0;12.41
210870;2017-08-08;0;1038466;3.0;72.0;14.399999999999999;36.21
210929;2017-08-08;0;1110347;1.0;20.0;4.0;10.63
210350;2017-08-08;0;1110358;3.0;75.0;15.0;37.38
210845;2017-08-08;0;1098823;1.0;26.0;5.2;12.85
210845;2017-08-08;0;1036623;3.0;96.0;19.200000000000003;50.699999999999996
210845;2017-08-08;0;1038466;10.0;240.0;47.999999999999993;120.69999999999999
210845;2017-08-08;0;1036903;3.0;30.0;6.0;22.62
210240;2017-08-08;0;1110359;1.0;14.0;2.8;5.93
210240;2017-08-08;0;1036903;5.0;50.0;10.0;37.7
210870;2017-08-08;0;1110346;2.0;50.0;10.0;26.12
210929;2017-08-08;0;1098560;8.0;136.0;27.199999999999996;69.76
210929;2017-08-08;0;1038466;1.0;24.0;4.8;12.07
210929;2017-08-08;0;1110349;2.0;64.0;12.8;33.78
210240;2017-08-08;0;1036513;14.0;140.0;28.0;99.450000000000017
210240;2017-08-08;0;1098823;1.0;26.0;5.2;12.85
210845;2017-08-08;0;1036196;2.0;48.0;9.6;24.62
210845;2017-08-08;0;1038229;1.0;0.0;0.0;7.56
210845;2017-08-08;0;1038229;8.0;80.0;16.0;60.480000000000004
210870;2017-08-08;0;1098826;1.0;30.0;6.0;14.0
210870;2017-08-08;0;1098674;4.0;100.0;20.0;52.24
210845;2017-08-08;0;1098674;2.0;50.0;10.0;26.12
210929;2017-08-08;0;1098678;1.0;25.0;5.0;12.41
210870;2017-08-08;0;1038229;7.0;70.0;14.0;52.92
210870;2017-08-08;0;1098822;2.0;52.0;10.4;25.7
210929;2017-08-08;0;1098817;5.0;85.0;17.0;40.199999999999996
210350;2017-08-08;0;1098822;2.0;52.0;10.4;25.7
210929;2017-08-08;0;1110358;1.0;25.0;5.0;12.46
210870;2017-08-08;0;1098817;2.0;34.0;6.8;16.08
210240;2017-08-08;0;1036103;8.0;80.0;16.0;68.720000000000013
210845;2017-08-08;0;1098560;1.0;17.0;3.4;8.72
210929;2017-08-08;0;1098674;4.0;100.0;20.0;52.24
210929;2017-08-08;0;1038229;6.0;60.0;12.0;45.36
210870;2017-08-08;0;1098560;3.0;51.0;10.2;26.160000000000004
210929;2017-08-08;0;1036513;7.0;70.0;14.0;53.55
210845;2017-08-08;0;1038625;1.0;17.0;3.4;25.68
210350;2017-08-08;0;1036623;1.0;32.0;6.4;16.9
210845;2017-08-08;0;1110346;1.0;25.0;5.0;13.06
210350;2017-08-08;0;1098674;1.0;25.0;5.0;13.06
210350;2017-08-08;0;1098825;3.0;90.0;18.0;27.98
210240;2017-08-08;0;1098560;2.0;34.0;6.8;17.44
210870;2017-08-08;0;1110359;1.0;14.0;2.8;5.93
210240;2017-08-08;0;1110358;2.0;50.0;10.0;24.92
210240;2017-08-08;0;1110349;1.0;32.0;6.4;16.89
210870;2017-08-08;0;1036103;11.0;110.0;22.0;17.18
210240;2017-08-08;0;1110347;1.0;20.0;4.0;10.63
210929;2017-08-08;0;1036103;6.0;60.0;12.0;34.36
210240;2017-08-08;0;1038229;10.0;100.0;20.0;75.600000000000009
210240;2017-08-08;0;1036196;1.0;24.0;4.8;12.31
210870;2017-08-08;0;1098678;1.0;25.0;5.0;12.41
210240;2017-08-08;0;1036623;1.0;32.0;6.4;16.9
210240;2017-08-08;0;1098826;1.0;30.0;6.0;14.0
210240;2017-08-08;0;1098674;3.0;75.0;15.0;39.18
210350;2017-08-08;0;1098560;2.0;34.0;6.8;17.44
210929;2017-08-08;0;1098825;2.0;60.0;12.0;27.98
210929;2017-08-08;0;1036623;3.0;96.0;19.200000000000003;50.699999999999996
210929;2017-08-08;0;1098826;4.0;120.0;24.0;56.0
210350;2017-08-08;0;1036903;2.0;20.0;4.0;15.08
210350;2017-08-08;0;1098677;2.0;72.0;14.4;38.14
210870;2017-08-08;0;1110348;1.0;32.0;6.4;16.15
210929;2017-08-08;0;1098822;2.0;52.0;10.4;25.7
210350;2017-08-08;0;1038203;2.0;24.0;4.8;11.04
210929;2017-08-08;0;1110359;1.0;14.0;2.8;5.93
210929;2017-08-08;0;1036903;5.0;50.0;10.0;37.7
210350;2017-08-08;0;1036103;3.0;30.0;6.0;25.77
210845;2017-08-07;0;1110347;1.0;20.0;4.0;10.63
210240;2017-08-07;0;1036903;5.0;50.0;10.0;37.7
210240;2017-08-07;0;1098560;1.0;17.0;3.4;8.72
210240;2017-08-07;0;1098824;1.0;26.0;5.2;13.09
210350;2017-08-07;0;1038229;4.0;40.0;8.0;30.24
210870;2017-08-07;0;1036903;1.0;10.0;2.0;7.54
210870;2017-08-07;0;1098674;4.0;100.0;20.0;52.24
210240;2017-08-07;0;1038625;1.0;17.0;3.4;8.56
210929;2017-08-07;0;1038203;7.0;84.0;16.8;33.12
210870;2017-08-07;0;1098817;5.0;85.0;17.0;40.199999999999996
210350;2017-08-07;0;1036513;7.0;70.0;14.0;53.55
210929;2017-08-07;0;1110358;4.0;100.0;20.0;49.84
210929;2017-08-07;0;1098678;2.0;50.0;10.0;24.82
210870;2017-08-07;0;1036103;2.0;20.0;4.0;17.18
210929;2017-08-07;0;1036513;3.0;30.0;6.0;22.950000000000003
210870;2017-08-07;0;1036623;4.0;128.0;25.6;67.6
210240;2017-08-07;0;1098674;1.0;25.0;5.0;13.06
210845;2017-08-07;0;1036103;5.0;50.0;10.0;42.95
210870;2017-08-07;0;1098826;2.0;60.0;12.0;28.0
210845;2017-08-07;0;1098826;2.0;60.0;12.0;28.0
210350;2017-08-07;0;1110348;2.0;64.0;12.8;32.3
210845;2017-08-07;0;1110349;2.0;64.0;12.8;33.78
210240;2017-08-07;0;1036103;8.0;80.0;16.0;60.13000000000001
210845;2017-08-07;0;1036623;2.0;64.0;12.8;33.8
210240;2017-08-07;0;1036513;11.0;110.0;22.0;84.15
210350;2017-08-07;0;1098677;3.0;108.0;21.6;57.21
210845;2017-08-07;0;1098824;1.0;26.0;5.2;13.09
210929;2017-08-07;0;1098824;4.0;104.0;20.8;52.36
210845;2017-08-07;0;1098674;1.0;25.0;5.0;13.06
210929;2017-08-07;0;1036903;2.0;20.0;4.0;15.08
210350;2017-08-07;0;1036196;1.0;24.0;4.8;12.31
210350;2017-08-07;0;1098817;2.0;34.0;6.8;16.08
210350;2017-08-07;0;1038625;2.0;34.0;6.8;17.12
210929;2017-08-07;0;1038466;6.0;144.0;28.8;72.42
210870;2017-08-07;0;1038229;3.0;30.0;6.0;22.68
210240;2017-08-07;0;1038229;7.0;70.0;14.0;52.92
210870;2017-08-07;0;1098825;3.0;90.0;18.0;41.97
210929;2017-08-07;0;1036103;7.0;70.0;14.0;51.540000000000006
210870;2017-08-07;0;1036513;11.0;110.0;22.0;76.5
210929;2017-08-07;0;1038229;5.0;50.0;10.0;37.8
210350;2017-08-07;0;1098674;2.0;50.0;10.0;26.12
210845;2017-08-07;0;1110346;1.0;25.0;5.0;13.06
210350;2017-08-07;0;1038466;2.0;48.0;9.6;24.14
210929;2017-08-07;0;1098560;3.0;51.0;10.2;17.44
210845;2017-08-07;0;1038229;10.0;100.0;20.0;60.480000000000004
210240;2017-08-07;0;1038203;2.0;24.0;4.8;5.52
210870;2017-08-07;0;1036196;5.0;120.0;24.0;49.24
210870;2017-08-07;0;1038466;4.0;96.0;19.2;24.14
210350;2017-08-07;0;1036903;9.0;90.0;18.0;67.86
210350;2017-08-07;0;1038203;2.0;24.0;4.8;11.04
210870;2017-08-07;0;1098560;2.0;34.0;6.8;17.44
210929;2017-08-07;0;1098822;3.0;78.0;15.600000000000001;38.55
210929;2017-08-07;0;1110347;1.0;20.0;4.0;10.63
210929;2017-08-07;0;1098825;1.0;30.0;6.0;13.99
210845;2017-08-07;0;1098560;2.0;34.0;6.8;17.44
210240;2017-08-07;0;1098823;1.0;26.0;5.2;12.85
210845;2017-08-07;0;1098560;1.0;11.9;2.38;8.72
210929;2017-08-07;0;1098826;6.0;180.0;36.0;84.0
210870;2017-08-07;0;1098822;3.0;78.0;15.600000000000001;25.7
210845;2017-08-07;0;1098825;1.0;30.0;6.0;13.99
210929;2017-08-07;0;1036623;7.0;224.0;44.8;101.4
210929;2017-08-07;0;1098674;9.0;225.0;45.0;117.54
210845;2017-08-07;0;1036196;2.0;48.0;9.6;24.62
210350;2017-08-07;0;1036103;4.0;40.0;8.0;34.36
210240;2017-08-07;0;1038229;1.0;0.0;0.0;7.56
210845;2017-08-07;0;1036513;5.0;50.0;10.0;38.25
210929;2017-08-07;0;1098817;6.0;102.0;20.4;48.239999999999995
210845;2017-08-07;0;1036903;7.0;70.0;14.0;52.78
210929;2017-08-06;0;1038229;5.0;50.0;10.0;37.8
210845;2017-08-06;0;1038203;1.0;12.0;2.4;5.52
210845;2017-08-06;0;1038229;15.0;150.0;30.0;68.04
210929;2017-08-06;0;1036513;11.0;110.0;22.0;84.15
210845;2017-08-06;0;1098826;1.0;30.0;6.0;14.0
210845;2017-08-06;0;1110359;1.0;14.0;2.8;5.93
210350;2017-08-06;0;1036513;5.0;50.0;10.0;38.25
210350;2017-08-06;0;1038625;2.0;34.0;6.8;17.12
210870;2017-08-06;0;1098678;1.0;25.0;5.0;12.41
210845;2017-08-06;0;1098674;1.0;25.0;5.0;13.06
210350;2017-08-06;0;1110348;1.0;32.0;6.4;16.15
210929;2017-08-06;0;1098817;3.0;51.0;10.2;24.119999999999997
210870;2017-08-06;0;1098825;1.0;30.0;6.0;13.99
210870;2017-08-06;0;1098674;4.0;100.0;20.0;52.24
210240;2017-08-06;0;1098822;3.0;78.0;15.600000000000001;38.55
210929;2017-08-06;0;1038466;11.0;264.0;52.79999999999999;132.76999999999998
210870;2017-08-06;0;1036103;11.0;110.0;22.0;85.90000000000002
210845;2017-08-06;0;1036513;10.0;100.0;20.0;61.199999999999996
210240;2017-08-06;0;1098824;3.0;78.0;15.600000000000001;39.269999999999996
210929;2017-08-06;0;1110349;1.0;32.0;6.4;16.89
210240;2017-08-06;0;1038203;1.0;12.0;2.4;5.52
210929;2017-08-06;0;1098677;4.0;144.0;28.8;76.28
210845;2017-08-06;0;1098817;2.0;34.0;6.8;16.08
210350;2017-08-06;0;1036903;7.0;70.0;14.0;52.78
210350;2017-08-06;0;1038229;9.0;90.0;18.0;37.8
210845;2017-08-06;0;1038625;2.0;34.0;6.8;17.12
210350;2017-08-06;0;1110358;3.0;75.0;15.0;37.38
210929;2017-08-06;0;1098826;3.0;90.0;18.0;42.0
210929;2017-08-06;0;1110347;1.0;20.0;4.0;10.63
210350;2017-08-06;0;1036103;2.0;20.0;4.0;17.18
210845;2017-08-06;0;1036903;6.0;60.0;12.0;37.7
210870;2017-08-06;0;1036196;3.0;72.0;14.399999999999999;36.93
210240;2017-08-06;0;1098674;1.0;25.0;5.0;13.06
210929;2017-08-06;0;1098678;1.0;25.0;5.0;12.41
210240;2017-08-06;0;1038229;8.0;80.0;16.0;60.480000000000004
210929;2017-08-06;0;1098560;6.0;102.0;20.4;52.32
210845;2017-08-06;0;1036623;2.0;44.8;8.96;33.8
210240;2017-08-06;0;1098825;1.0;30.0;6.0;13.99
210350;2017-08-06;0;1098817;5.0;85.0;17.0;40.199999999999996
210240;2017-08-06;0;1110346;2.0;50.0;10.0;26.12
210870;2017-08-06;0;1036623;5.0;160.0;32.0;84.5
210929;2017-08-06;0;1038203;3.0;36.0;7.1999999999999993;16.56
210240;2017-08-06;0;1110349;1.0;32.0;6.4;16.89
210929;2017-08-06;0;1113841;1.0;17.0;3.4;8.65
210845;2017-08-06;0;1038466;1.0;24.0;4.8;12.07
210870;2017-08-06;0;1038625;2.0;34.0;6.8;17.12
210870;2017-08-06;0;1036903;12.0;120.0;24.0;90.480000000000018
210240;2017-08-06;0;1036513;7.0;70.0;14.0;53.55
210870;2017-08-06;0;1098824;5.0;130.0;26.0;65.45
210845;2017-08-06;0;1098678;3.0;75.0;15.0;37.230000000000004
210240;2017-08-06;0;1036903;3.0;30.0;6.0;22.62
210350;2017-08-06;0;1098823;2.0;52.0;10.4;25.7
210350;2017-08-06;0;1110359;1.0;14.0;2.8;5.93
210929;2017-08-06;0;1098825;6.0;180.0;36.0;83.94
210929;2017-08-06;0;1098674;9.0;225.0;45.0;117.54
210870;2017-08-06;0;1036513;5.0;50.0;10.0;38.25
210870;2017-08-06;0;1098677;2.0;72.0;14.4;38.14
210929;2017-08-06;0;1036903;8.0;80.0;16.0;60.32
210929;2017-08-06;0;1110358;2.0;50.0;10.0;24.92
210240;2017-08-06;0;1110359;2.0;28.0;5.6;11.86
210870;2017-08-06;0;1098560;3.0;51.0;10.2;26.160000000000004
210240;2017-08-06;0;1098560;2.0;34.0;6.8;17.44
210350;2017-08-06;0;1098560;2.0;34.0;6.8;17.44
210240;2017-08-06;0;1038466;2.0;48.0;9.6;24.14
210929;2017-08-06;0;1098823;3.0;78.0;15.600000000000001;38.55
210870;2017-08-06;0;1098826;3.0;90.0;18.0;42.0
210240;2017-08-06;0;1098678;2.0;50.0;10.0;24.82
210240;2017-08-06;0;1098823;4.0;104.0;20.8;51.4
210929;2017-08-06;0;1038229;1.0;0.0;0.0;7.56
210350;2017-08-06;0;1038203;1.0;12.0;2.4;5.52
210870;2017-08-06;0;1038229;1.0;0.0;0.0;7.56
210240;2017-08-06;0;1098817;3.0;51.0;10.2;24.119999999999997
210929;2017-08-06;0;1110359;2.0;28.0;5.6;11.86
210845;2017-08-06;0;1036103;7.0;70.0;14.0;51.540000000000006
210929;2017-08-06;0;1098824;6.0;156.0;31.2;78.54
210929;2017-08-06;0;1038625;2.0;34.0;6.8;17.12
210350;2017-08-06;0;1098826;1.0;30.0;6.0;14.0
210929;2017-08-06;0;1098822;6.0;156.0;31.2;77.1
210870;2017-08-06;0;1110346;4.0;100.0;20.0;52.24
210845;2017-08-06;0;1036623;1.0;32.0;6.4;16.9
210240;2017-08-06;0;1110358;1.0;25.0;5.0;12.46
210350;2017-08-06;0;1036196;1.0;24.0;4.8;12.31
210240;2017-08-06;0;1098826;2.0;60.0;12.0;28.0
210870;2017-08-06;0;1038229;4.0;40.0;8.0;22.68
210870;2017-08-06;0;1038466;4.0;96.0;19.2;48.28
210929;2017-08-06;0;1036623;9.0;288.0;57.599999999999994;152.10000000000002
210240;2017-08-06;0;1098677;2.0;72.0;14.4;38.14
210929;2017-08-06;0;1036103;2.0;20.0;4.0;17.18
210240;2017-08-06;0;1036103;5.0;50.0;10.0;42.95
210845;2017-08-05;0;1098826;1.0;30.0;6.0;14.0
210240;2017-08-05;0;1110359;1.0;14.0;2.8;5.93
210845;2017-08-05;0;1038229;19.0;190.0;38.0;105.84000000000002
210845;2017-08-05;0;1098824;1.0;26.0;5.2;13.09
210845;2017-08-05;0;1036103;6.0;60.0;12.0;51.540000000000006
210870;2017-08-05;0;1036623;2.0;64.0;12.8;33.8
210870;2017-08-05;0;1098560;1.0;17.0;3.4;8.72
210240;2017-08-05;0;1098825;2.0;60.0;12.0;27.98
210929;2017-08-05;0;1098824;1.0;26.0;5.2;13.09
210845;2017-08-05;0;1098674;1.0;25.0;5.0;13.06
210240;2017-08-05;0;1038229;2.0;0.0;0.0;15.12
210845;2017-08-05;0;1038625;3.0;51.0;10.2;25.68
210929;2017-08-05;0;1036623;5.0;160.0;32.0;84.5
210929;2017-08-05;0;1038625;4.0;68.0;13.6;34.24
210929;2017-08-05;0;1110349;1.0;32.0;6.4;16.89
210845;2017-08-05;0;1038466;1.0;24.0;4.8;12.07
210240;2017-08-05;0;1038466;2.0;48.0;9.6;24.14
210240;2017-08-05;0;1038625;1.0;17.0;3.4;8.56
210929;2017-08-05;0;1038466;3.0;72.0;14.399999999999999;36.21
210845;2017-08-05;0;1110349;1.0;32.0;6.4;16.89
210870;2017-08-05;0;1098674;1.0;25.0;5.0;13.06
210929;2017-08-05;0;1038203;8.0;96.0;19.2;44.16
210929;2017-08-05;0;1098826;5.0;150.0;30.0;70.0
210350;2017-08-05;0;1038229;4.0;40.0;8.0;22.68
210929;2017-08-05;0;1098822;3.0;78.0;15.600000000000001;38.55
210845;2017-08-05;0;1098677;3.0;108.0;21.6;57.21
210929;2017-08-05;0;1098674;4.0;100.0;20.0;52.24
210350;2017-08-05;0;1110358;4.0;100.0;20.0;49.84
210929;2017-08-05;0;1098560;2.0;34.0;6.8;17.44
210350;2017-08-05;0;1098825;1.0;30.0;6.0;13.99
210240;2017-08-05;0;1036196;1.0;24.0;4.8;12.31
210870;2017-08-05;0;1038466;2.0;48.0;9.6;24.14
210929;2017-08-05;0;1036513;12.0;120.0;24.0;91.800000000000011
210870;2017-08-05;0;1036513;10.0;100.0;20.0;84.15
210870;2017-08-05;0;1098817;1.0;17.0;3.4;8.04
210240;2017-08-05;0;1036623;1.0;32.0;6.4;16.9
210350;2017-08-05;0;1038229;1.0;0.0;0.0;7.56
210240;2017-08-05;0;1098560;2.0;34.0;6.8;17.44
210240;2017-08-05;0;1036103;8.0;80.0;16.0;60.13000000000001
210870;2017-08-05;0;1036196;4.0;96.0;19.2;49.24
210870;2017-08-05;0;1110346;1.0;25.0;5.0;13.06
210350;2017-08-05;0;1036513;8.0;80.0;16.0;61.199999999999996
210870;2017-08-05;0;1098677;1.0;36.0;7.2;19.07
210929;2017-08-05;0;1113841;1.0;17.0;3.4;8.65
210870;2017-08-05;0;1098826;3.0;90.0;18.0;42.0
210870;2017-08-05;0;1110348;4.0;128.0;25.6;64.6
210240;2017-08-05;0;1110358;2.0;50.0;10.0;24.92
210929;2017-08-05;0;1036103;2.0;20.0;4.0;17.18
210350;2017-08-05;0;1038203;1.0;12.0;2.4;5.52
210240;2017-08-05;0;1036513;6.0;60.0;12.0;45.9
210929;2017-08-05;0;1110359;1.0;14.0;2.8;5.93
210350;2017-08-05;0;1098826;2.0;60.0;12.0;28.0
210845;2017-08-05;0;1036513;12.0;120.0;24.0;91.800000000000011
210845;2017-08-05;0;1098560;5.0;85.0;17.0;43.6
210845;2017-08-05;0;1036623;1.0;32.0;6.4;16.9
210845;2017-08-05;0;1036196;5.0;120.0;24.0;61.550000000000004
210929;2017-08-05;0;1038229;3.0;30.0;6.0;22.68
210929;2017-08-05;0;1098823;3.0;78.0;15.600000000000001;38.55
210240;2017-08-05;0;1110358;1.0;17.5;3.5;12.46
210870;2017-08-05;0;1036103;12.0;120.0;24.0;103.08000000000003
210929;2017-08-05;0;1098825;3.0;90.0;18.0;41.97
210870;2017-08-05;0;1098825;1.0;30.0;6.0;13.99
210929;2017-08-05;0;1036903;5.0;50.0;10.0;37.7
210870;2017-08-05;0;1036903;7.0;70.0;14.0;52.78
210929;2017-08-05;0;1098677;4.0;144.0;28.8;76.28
210240;2017-08-05;0;1110348;1.0;32.0;6.4;16.15
210845;2017-08-05;0;1098678;3.0;75.0;15.0;12.41
210929;2017-08-05;0;1098817;6.0;102.0;20.4;48.239999999999995
210929;2017-08-05;0;1098678;3.0;75.0;15.0;37.230000000000004
210350;2017-08-05;0;1098824;2.0;52.0;10.4;26.18
210240;2017-08-05;0;1098674;2.0;50.0;10.0;26.12
210240;2017-08-05;0;1098824;1.0;26.0;5.2;13.09
210240;2017-08-05;0;1036903;37.0;370.0;74.0;52.78
210845;2017-08-05;0;1110348;2.0;64.0;12.8;32.3
210870;2017-08-05;0;1038229;9.0;90.0;18.0;60.480000000000004
210845;2017-08-05;0;1036903;10.0;100.0;20.0;75.4
210929;2017-08-05;0;1110347;2.0;40.0;8.0;21.26
210240;2017-08-05;0;1098678;2.0;50.0;10.0;24.82
210845;2017-08-05;0;1110359;2.0;28.0;5.6;11.86
210240;2017-08-05;0;1038229;13.0;130.0;26.0;90.720000000000013
210350;2017-08-05;0;1036103;1.0;10.0;2.0;8.59
210929;2017-08-05;0;1110358;1.0;25.0;5.0;12.46
210845;2017-08-05;0;1038229;2.0;0.0;0.0;15.12
210350;2017-08-05;0;1036903;8.0;80.0;16.0;60.32
210350;2017-08-05;0;1110359;1.0;14.0;2.8;5.93
210870;2017-08-04;0;1098677;1.0;36.0;7.2;19.07
210870;2017-08-04;0;1036103;7.0;70.0;14.0;60.13000000000001
210845;2017-08-04;0;1036103;3.0;30.0;6.0;17.18
210870;2017-08-04;0;1098822;2.0;52.0;10.4;25.7
210870;2017-08-04;0;1036513;5.0;50.0;10.0;38.25
210845;2017-08-04;0;1098817;1.0;17.0;3.4;8.04
210240;2017-08-04;0;1098674;4.0;100.0;20.0;52.24
210350;2017-08-04;0;1098560;1.0;17.0;3.4;8.72
210240;2017-08-04;0;1098824;3.0;78.0;15.600000000000001;39.269999999999996
210845;2017-08-04;0;1110349;8.0;256.0;51.199999999999996;50.67
210240;2017-08-04;0;1036903;5.0;50.0;10.0;37.7
210870;2017-08-04;0;1036196;2.0;48.0;9.6;24.62
210929;2017-08-04;0;1098560;3.0;51.0;10.2;26.160000000000004
210845;2017-08-04;0;1036903;5.0;50.0;10.0;37.7
210929;2017-08-04;0;1036903;8.0;80.0;16.0;52.78
210240;2017-08-04;0;1098560;3.0;51.0;10.2;26.160000000000004
210929;2017-08-04;0;1110347;2.0;40.0;8.0;21.26
210870;2017-08-04;0;1036903;8.0;80.0;16.0;60.32
210240;2017-08-04;0;1036623;4.0;128.0;25.6;67.6
210240;2017-08-04;0;1098825;1.0;30.0;6.0;13.99
210350;2017-08-04;0;1036513;7.0;70.0;14.0;53.55
210350;2017-08-04;0;1098674;2.0;50.0;10.0;26.12
210929;2017-08-04;0;1098824;3.0;78.0;15.600000000000001;39.269999999999996
210350;2017-08-04;0;1098678;1.0;25.0;5.0;12.41
210240;2017-08-04;0;1098677;2.0;72.0;14.4;38.14
210350;2017-08-04;0;1038466;1.0;24.0;4.8;12.07
210350;2017-08-04;0;1038229;4.0;40.0;8.0;30.24
210845;2017-08-04;0;1098677;1.0;36.0;7.2;19.07
210350;2017-08-04;0;1110359;2.0;28.0;5.6;11.86
210845;2017-08-04;0;1038229;6.0;60.0;12.0;45.36
210929;2017-08-04;0;1098825;1.0;30.0;6.0;13.99
210929;2017-08-04;0;1036623;5.0;160.0;32.0;84.5
210870;2017-08-04;0;1038229;7.0;70.0;14.0;52.92
210350;2017-08-04;0;1038625;2.0;34.0;6.8;17.12
210240;2017-08-04;0;1110358;1.0;25.0;5.0;12.46
210929;2017-08-04;0;1110358;5.0;125.0;25.0;62.300000000000004
210929;2017-08-04;0;1038229;14.0;140.0;28.0;98.280000000000015
210870;2017-08-04;0;1038466;2.0;48.0;9.6;24.14
210870;2017-08-04;0;1038625;4.0;68.0;13.6;8.56
210240;2017-08-04;0;1098823;1.0;26.0;5.2;12.85
210870;2017-08-04;0;1098825;2.0;60.0;12.0;27.98
210350;2017-08-04;0;1038229;1.0;0.0;0.0;7.56
210350;2017-08-04;0;1036623;3.0;96.0;19.200000000000003;50.699999999999996
210929;2017-08-04;0;1098822;7.0;182.0;36.4;89.949999999999989
210240;2017-08-04;0;1036196;2.0;48.0;9.6;24.62
210240;2017-08-04;0;1036103;3.0;30.0;6.0;25.77
210240;2017-08-04;0;1038229;1.0;0.0;0.0;7.56
210350;2017-08-04;0;1098825;3.0;90.0;18.0;27.98
210929;2017-08-04;0;1036513;7.0;70.0;14.0;45.9
210870;2017-08-04;0;1098674;2.0;50.0;10.0;26.12
210240;2017-08-04;0;1036513;3.0;30.0;6.0;22.950000000000003
210929;2017-08-04;0;1038625;9.0;153.0;30.599999999999994;77.04
210845;2017-08-04;0;1036623;7.0;224.0;44.8;33.8
210929;2017-08-04;0;1098826;6.0;180.0;36.0;84.0
210870;2017-08-04;0;1098560;4.0;68.0;13.6;34.88
210870;2017-08-04;0;1098824;1.0;26.0;5.2;13.09
210845;2017-08-04;0;1038466;8.0;192.0;38.4;36.21
210929;2017-08-04;0;1110359;1.0;14.0;2.8;5.93
210240;2017-08-04;0;1098822;1.0;26.0;5.2;12.85
210845;2017-08-04;0;1038229;1.0;0.0;0.0;7.56
210350;2017-08-04;0;1110348;1.0;32.0;6.4;16.15
